DATA,BLANK,MIN,MINstd,GR,GRstd,DBL,DBLstd,LAG,LAGstd,MAX,MAXstd
"A9,A10","C12,D12,E12,F12,G12,H12",0.277390034364261,0.00777817459305203,0.28673763333108,0.0130559150890493,2.41986530038974,0.110182802033334,0.586267145149787,0.0309041236983805,1.01289003436426,0.0169705627484772
"B9,B10","C12,D12,E12,F12,G12,H12",0.134390034364261,0.00777817459305205,0.370696520080838,0.0270351639909999,1.87483681429159,0.13673319814193,0.661031155773544,0.0772356684545018,0.937890034364261,0.0127279220613579
"C9,C10","C12,D12,E12,F12,G12,H12",0.0723900343642612,0.00353553390593272,0.406155045244155,0.00946588150362365,1.70707095564336,0.0397851302688701,0.575115793958621,0.0827827870036081,0.894390034364261,0.0106066017177982
"D9,D10","C12,D12,E12,F12,G12,H12",0.0333900343642612,0.00212132034355963,0.506881177245623,0.0112630618650955,1.36781236330754,0.0303932281555407,0.800739188786799,0.172153701250687,0.785890034364261,0
"E9,E10","C12,D12,E12,F12,G12,H12",0.0188900343642612,0.00141421356237309,0.610690111013465,0.0296817582388228,1.13636499359854,0.0552314674869683,1.20555294683667,0.285819043489066,0.735890034364261,0.00707106781186548
"F9,F10","C12,D12,E12,F12,G12,H12",0.00739003436426118,0.000707106781186541,0.910527613988946,0.139008552801278,0.770234972626066,0.117590336873607,1.66837177460174,0.42726471932873,0.688890034364261,0.00848528137423858
"G9,G10","C12,D12,E12,F12,G12,H12",0.00339003436426118,0.000707106781186547,0.800944573979057,0.1770939264693,0.887096358625121,0.196142632598256,1.45677719148232,0.188492292404972,0.699890034364261,0.00707106781186548
"H9,H10","C12,D12,E12,F12,G12,H12",0.00144501718213059,0.00062934933445814,0.858396690599196,0.0323545672893732,0.808064507965487,0.0304574537430633,0.746463320970622,1.05565855233071,0.662390034364261,0.00636396103067893
