LABEL,MIN,MINstd,GR,GRstd,DBL,DBLstd,LAG,LAGstd,MAX,MAXstd
"A5,A6",0.27416881443299,0.0014142135623731,0.311372120452938,0.0026604041391666,2.22618672827861,0.0190208306956156,0.794259329824833,0.06043069296304,0.99916881443299,0
"B5,B6",0.12966881443299,0.00777817459305202,0.40059684109718,0.0192187317974924,1.73227971507461,0.0831065446024797,0.6520598723863,0.0308305371397548,0.92316881443299,0.00282842712474619
"C5,C6",0.0696688144329898,0.00212132034355963,0.442633465371961,0.0267196215185484,1.56882033560607,0.0947020252135041,0.655474707353635,0.022375798029022,0.88866881443299,0.00636396103067885
"D5,D6",0.0336688144329897,0.000707106781186548,0.519162746041815,0.0241556365133344,1.33657178285467,0.0621880949794042,0.955170421725848,0.1428398113322,0.77966881443299,0.00353553390593274
"E5,E6",0.0201688144329897,0.00424264068711927,0.515656609513653,0.0499092424735404,1.35052882512305,0.130714644895456,1.08034786000121,0.172757778789791,0.72416881443299,0.014142135623731
"F5,F6",0.00716881443298975,0.00141421356237309,0.632179825991347,0.0342127374125431,1.09804789128536,0.0594249019446834,1.08945276142731,0.311906881557462,0.66816881443299,0.0014142135623731
"G5,G6",0.00316881443298975,0.0014142135623731,0.660135419138601,0.0548359657525832,1.05364275979677,0.0875237362162231,0.904663099052006,0.500064862689559,0.63266881443299,0.00353553390593274
"H5,H6",0.00316881443298975,0.0014142135623731,0.575700002396057,0.006966835863811,1.2040957718353,0.014571369761632,1.52822865157428,0.773764098557556,0.63116881443299,0.0127279220613578
